Job Role,Company Name,Location,Date Posted,Apply Link,Company Link,No. of Applicants,Company / Job Details,Source
Python Developer / AI-ML Engineer,UST,Bangalore,2026-07-21T05:15:46,https://www.shine.com/jobs/python-developer-ai-ml-engineer/ust/19241362,N/A,0,"Company: UST | Salary: Not disclosed | Exp: 7 to 11 Yrs | Candidates ready to join immediately can share their details via email for quick processing.


nitin.patil@ust.com


Must-Have Skills

7+ years of experience in Python development
Experience with Azure DevOps and CI/CD pipeline implementation
Good exposure to AI/ML concepts, model integration, or AI-driven application development
Experience...",Shine
Python Developer with Rest api (banglore),Coders Brain Technology,Bangalore,2026-07-26T08:26:14,https://www.shine.com/jobs/python-developer-with-rest-api-banglore/coders-brain-technology/19307153,N/A,0,"Company: Coders Brain Technology | Salary: Not disclosed | Exp: 6 to 10 Yrs | Experience: 6 +YearsLocation: Bangalore  The minimum necessary qualification is a bachelors degree in a relevant Engineering field.


 Total work experience of 5+ years in the software industry with experience in automation testing using Python/Pytest Knowledge of test planning and execution, test methodologies and tools...",Shine
Python Developer,Recro,Bangalore,2026-07-28T08:50:53,https://www.shine.com/jobs/python-developer/recro/19322430,N/A,0,"Company: Recro | Salary: Not disclosed | Exp: 3 to 7 Yrs | Here are
two tailored versions
of the Job Description depending on the exact hiring angle you want to emphasize:



Option 1: Tech-First & Direct
(Best for engineering job boards like LinkedIn, Wellfound, or Hacker News where candidates appreciate clear, unfiltered expectations up front).
Option 2: Executive & Corporate
(Best for company c...",Shine
"Python Developer, Fast API, AWS Services, PostgreSQL (Bengaluru)",CGI,Bangalore,2026-07-27T04:04:38,https://www.shine.com/jobs/python-developer-fast-api-aws-services-postgresql-bengaluru/cgi/19311010,N/A,0,"Company: CGI | Salary: Not disclosed | Exp: 0 to 4 Yrs | Role & responsibilities

- Backend (Python FastAPI) Look for clean API design with Pydantic models, proper use of dependency injection, and solid understanding of async/await patterns. They should know how to structure middleware, handle auth (JWT/OAuth2), and write APIs that are production-grade not just functional. Familiarity with backgro...",Shine
Python Generative AI Developer (2-3 years PAN INDIA) (Bengaluru),Infosys,Bangalore,2026-09-04T22:23:29,https://www.shine.com/jobs/python-generative-ai-developer-2-3-years-pan-india-bengaluru/infosys/19525320,N/A,0,"Company: Infosys | Salary: Not disclosed | Exp: 2 to 6 Yrs | Role & responsibilities

Job Title: Python + Generative AI Developer

Experience: 2-3 Years

Location: PAN India

Notice Period: Immediate Joiners to 30 Days 

Employment Type: Full-Time

Job Summary

We are seeking a skilled Python + Generative AI Developer with 2-3 years of experience in developing AI-powered applications and intellige...",Shine
Python With Gen AI Developer,Capgemini,Bangalore,2026-09-02T01:13:24,https://www.shine.com/jobs/python-with-gen-ai-developer/capgemini/19507670,N/A,0,"Company: Capgemini | Salary: Not disclosed | Exp: 0 to 4 Yrs | At Capgemini Invent, we believe difference drives change. As inventive transformation consultants, we blend our strategic, creative and scientific capabilities,collaborating closely with clients to deliver cutting-edge solutions. Join us to drive transformation tailored to our client's challenges of today and tomorrow.Informed and vali...",Shine
"Django Developer with Python Experience and DRF, React added advantage",eSoftLabs,Bangalore,2026-08-13T09:57:19,https://www.shine.com/jobs/django-developer-with-python-experience-and-drf-react-added-advantage/esoftlabs/19455874,N/A,0,"Company: eSoftLabs | Salary: Not disclosed | Exp: 5 to 12 Yrs | Roles and Responsibilities :

- Design, develop, test, and deploy scalable web applications using Django framework.
- Collaborate with cross-functional teams to identify requirements and implement solutions that meet business needs.
- Troubleshoot issues and debug code to ensure high-quality deliverables.
- Participate in code reviews...",Shine
"Gen AI Developer - Python, GCP",Black And White Business Solutions,Bangalore,2026-08-09T09:34:22,https://www.shine.com/jobs/gen-ai-developer-python-gcp/black-and-white-business-solutions/19420819,N/A,0,"Company: Black And White Business Solutions | Salary: Not disclosed | Exp: 5 to 9 Yrs | Hi,


Greetings for the day!


About Us
Incorporated in 2006, we are an 18-year-old recruitment and staffing company; we are a provider of manpower for some of the Fortune 500 companies for junior/middle/executive talent.
About Client
Hiring for One of Our Multinational Corporations!
Job Title: Gen AI Developer...",Shine
Python - testing or developer (Bengaluru),Harman International,Bangalore,2026-07-30T22:25:49,https://www.shine.com/jobs/python-testing-or-developer-bengaluru/harman-international/19339520,N/A,0,"Company: Harman International | Salary: Not disclosed | Exp: 0 to 4 Yrs | HARMANs engineers and designers are creative, purposeful and agile. As part of this team, youll combine your technical expertise with innovative ideas to help drive cutting-edge solutions in the car, enterprise and connected ecosystem. Every day, you will push the boundaries of creative design, and HARMAN is committed to pro...",Shine
Full Stack Developer(Python with React),Euphoric Thought Technologies,Bangalore,2026-08-07T03:00:10,https://www.shine.com/jobs/full-stack-developerpython-with-react/euphoric-thought-technologies/19406784,N/A,0,"Company: Euphoric Thought Technologies | Salary: Not disclosed | Exp: 5 to 9 Yrs | Required skills and qualifications

5+ years of experience as a Python Developer with a strong portfolio of projects.Bachelor's degree in Computer Science, Software Engineering or a related field.In-depth understanding of the Python software development stacks, ecosystems, frameworks and tools such as Numpy, Scipy, ...",Shine
Python and Django Developer - INF (2 To 9 YRS) (Bengaluru),Infosys,Bangalore,2026-07-25T11:09:11,https://www.shine.com/jobs/python-and-django-developer-inf-2-to-9-yrs-bengaluru/infosys/19275063,N/A,0,"Company: Infosys | Salary: Not disclosed | Exp: 2 to 9 Yrs | Job Title: Python Developer (Django) 

Job Summary

We are looking for a skilled Python Developer with strong experience in Django to build, deploy, and maintain scalable web applications. The ideal candidate should have solid backend development skills. 

Key Responsibilities

- Develop and maintain web applications using Python and Dja...",Shine
Python Quant Developer,ThoughtLabs,Bangalore,2026-08-01T02:34:26,https://www.shine.com/jobs/python-quant-developer/thoughtlabs/19363696,N/A,0,"Company: ThoughtLabs | Salary: Not disclosed | Exp: 5 to 9 Yrs | We are looking for a skilled Python Quant Developer to design, develop, and optimize quantitative trading and analytics solutions. The ideal candidate will have strong Python programming skills, a solid understanding of financial markets, and experience building scalable data pipelines, trading strategies, and quantitative models. Yo...",Shine
Senior Backend Developer (Python) - 3-6 years,Trendlyne Technologies,Bangalore,2026-07-16T15:20:32,https://www.shine.com/jobs/senior-backend-developer-python-3-6-years/trendlyne-technologies/19214728,N/A,0,"Company: Trendlyne Technologies | Salary: Not disclosed | Exp: 3 to 7 Yrs | Who are we :

Trendlyne is a funded, profitable products startup in the financial markets space. We have cutting-edge analytics products built for Indian and US customers, for stock markets and mutual funds.




Our founders are IIT + IIM graduates, with strong tech and marketing experience. We have top finance and managem...",Shine
Python + Gen Ai Developer Bengaluru (India),Qloron Technology,Bangalore,2026-07-19T05:03:50,https://www.shine.com/jobs/python-gen-ai-developer-bengaluru-india/qloron-technology/19232007,N/A,0,"Company: Qloron Technology | Salary: Not disclosed | Exp: 0 to 4 Yrs | We are looking for a skilled Python + Gen AI Developer to join our team at Qloron Pvt Ltd. The ideal candidate will have expertise in developing and deploying artificial intelligence models using Python and Gen AI.  

Roles and Responsibility  
Design, develop, and deploy scalable AI models using Python and Gen AI.   
Collabora...",Shine
Application Developer Open Source (Python) - Mercedes (Bengaluru),Vrinda International Noida,Bangalore,2026-07-25T15:22:13,https://www.shine.com/jobs/application-developer-open-source-python-mercedes-bengaluru/vrinda-international-noida/19290044,N/A,0,"Company: Vrinda International Noida | Salary: Not disclosed | Exp: 24 to >25 Yrs | Job_Description\"":\""

Were Hiring | Application Developer Open Source (Python) - Mercedes 

Location: PAN India

Experience: 36 Years

We are looking for a skilled Python Application Developer to join our team. 

Requirements

Key Skills

Python

Django / Flask

ORM (SQLAlchemy, Django ORM, etc.) 

REST APIs

Jinja2...",Shine
Freelance Opportunity Senior Ceph Developer  C++ / Python,PTech Soft,Bangalore,2026-07-19T05:03:28,https://www.shine.com/jobs/freelance-opportunity-senior-ceph-developer-c-python/ptech-soft/19231975,N/A,0,"Company: PTech Soft | Salary: Not disclosed | Exp: 5 to 9 Yrs | We are looking for an experienced Freelance Ceph Developer for a long-term cloud infrastructure project.

The consultant will work on core Ceph components and contribute to the development, optimization, integration, and maintenance of large-scale distributed storage solutions.




  Working timezone: CET

  Start: ASAP

  Availabilit...",Shine
Walk-in || Python Audio LLM Foundation Model Developer,Sunovaa Tech,Bangalore,2026-07-27T03:57:46,https://www.shine.com/jobs/walk-in-python-audio-llm-foundation-model-developer/sunovaa-tech/19310523,N/A,0,"Company: Sunovaa Tech | Salary: Not disclosed | Exp: 0 to 4 Yrs | Walk - In Interview*


Only Male candidate
Python Audio LLM Foundation Model Developer
Job Summary:
We are looking for a Python Audio LLM Foundation Model Developer with hands-on experience in Speech AI, Audio AI, and Foundation Models. The ideal candidate should have strong Python development skills and practical exposure to ASR/ST...",Shine
Application Developer  Open Source (Python) - Mercedes (Bengaluru),Vrinda International,Bangalore,2026-07-22T08:50:57,https://www.shine.com/jobs/application-developer-open-source-python-mercedes-bengaluru/vrinda-international/19254807,N/A,0,"Company: Vrinda International | Salary: Not disclosed | Exp: 3 to 7 Yrs |   We're Hiring | Application Developer  Open Source (Python) - Mercedes   

  Location: PAN India   

  Experience: 36 Years   

We are looking for a skilled Python Application Developer to join our team.   

Requirements 

Key Skills:   

 Python   

 Django / Flask   

 ORM (SQLAlchemy, Django ORM, etc.)   

 REST APIs   
...",Shine
Freelance Machine Learning Developer (Python) (Bengaluru),Important Company of the Sector,Bangalore,2026-07-30T22:05:09,https://www.shine.com/jobs/freelance-machine-learning-developer-python-bengaluru/important-company-of-the-sector/19337528,N/A,0,"Company: Important Company of the Sector | Salary: Not disclosed | Exp: 5 to 9 Yrs | This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency.

At Mindrift, innovation meets opportunity. We believe in using the power of collective intellige...",Shine
"Python, Airflow, Spark, Kubernetes, Helm - Developer (Hubballi)",SSD Shared Services,Bangalore,2026-08-08T03:42:42,https://www.shine.com/jobs/python-airflow-spark-kubernetes-helm-developer-hubballi/ssd-shared-services/19418565,N/A,0,"Company: SSD Shared Services | Salary: Not disclosed | Exp: 5 to 9 Yrs | Python, CI/CD, IaC, NIST Framework, Security Controls, CloudTrail - Cloud Security Engineer  
Adaptable to work in Client Location Manyata or EGL, Bangalore

TBD - Cloud Security Engineer - FAE

Must have:  
Over 5 Years of strong experience with cloud platforms (AWS) and native event systems. Development experience with Pyth...",Shine
Python Django Developer Bangalore East (Attibele),Infosys,Bangalore,2026-07-17T03:04:43,https://www.shine.com/jobs/python-django-developer-bangalore-east-attibele/infosys/19220038,N/A,0,"Company: Infosys | Salary: Not disclosed | Exp: 0 to 4 Yrs | Must have  Robust Python, Django, Post SQL  
Positive to have skills - RUST, Angular, ReactJS  

A day in the life of an Infoscion   
As part of the Infosys consulting team, your primary role would be to lead the engagement effort of providing high-quality and value-adding consulting solutions to customers at different stages- from probl...",Shine
"C Developer ( C, Networking, Python) (Bengaluru)",HCLTech,Bangalore,2026-07-26T08:26:41,https://www.shine.com/jobs/c-developer-c-networking-python-bengaluru/hcltech/19307194,N/A,0,"Company: HCLTech | Salary: Not disclosed | Exp: 0 to 4 Yrs | Role & responsibilities

JD: Robust in C , Networking and good experience with Python scripting In depth experience in Linux kernel and Linux Device Drivers

Excellent experience in debugging and troubleshooting under Linux environment .",Shine
Python Agentic Ai Developer Bengaluru (India),Calpion Software Technologies,Bangalore,2026-07-27T05:55:53,https://www.shine.com/jobs/python-agentic-ai-developer-bengaluru-india/calpion-software-technologies/19318425,N/A,0,"Company: Calpion Software Technologies | Salary: Not disclosed | Exp: 0 to 4 Yrs | Role & responsibilities   

About the Role PM & Technical Lead We are building an enterprise agentic AI platform that serves as the automation backbone across three healthcare RCM product lines Artemis (ABA therapy management), Olympus. This platform replaces traditional RPA with intelligent agents that reason, adap...",Shine
Immediate Opportunity For Python with Gen AI Developer (Bengaluru),Bounteous,Bangalore,2026-07-19T03:33:39,https://www.shine.com/jobs/immediate-opportunity-for-python-with-gen-ai-developer-bengaluru/bounteous/19227272,N/A,0,"Company: Bounteous | Salary: Not disclosed | Exp: 6 to 10 Yrs | Key Responsibilities

- Design and develop AI/ML applications using Python.

- Build and deploy Generative AI and Large Language Model (LLM) solutions.

- Develop AI agents, copilots, and intelligent automation workflows.

- Implement Retrieval-Augmented Generation (RAG) architectures.

- Integrate AI solutions with enterprise applica...",Shine
Python Trainer & Developer ( Night Shift and Work From Home) (Bengaluru),Wonksknow Technologies,Bangalore,2026-08-08T03:31:08,https://www.shine.com/jobs/python-trainer-developer-night-shift-and-work-from-home-bengaluru/wonksknow-technologies/19417889,N/A,0,"Company: Wonksknow Technologies | Salary: Not disclosed | Exp: 7 to 18 Yrs | Wonksknow Technologies India Private Limited, a subsidiary of Wonksknow LLC USA, is looking for highly energetic and talented Computer Science and Electronics Engineers for a challenging role as a Programming Instructor and Developer. 

The role involves teaching students of all ages (7 - 18yrs -  YoungWonks , 18+ yrs  Pr...",Shine
Apptad Technologies - ElasticSearch Developer - Python & Java,Apptad Technologies,Bangalore,2026-09-04T22:21:21,https://www.shine.com/jobs/apptad-technologies-elasticsearch-developer-python-java/apptad-technologies/19525194,N/A,0,"Company: Apptad Technologies | Salary: Not disclosed | Exp: 6 to 10 Yrs | Elastic Search Developer (Python & Java)

Location : Bengaluru (Hybrid)

Experience : 6+ Years

Notice Period : Immediate to 15 Days Preferred

About the Role :

We are looking for an experienced Elastic Search Developer with strong expertise in Python and Java development to design and build scalable search, analytics, and ...",Shine
"Backend Developer(Python, Distributed systems)",Intellicar Telematics Pvt Ltd,Bangalore,2026-09-02T20:54:56,https://www.shine.com/jobs/backend-developerpython-distributed-systems/intellicar-telematics-pvt-ltd/19512282,N/A,0,"Company: Intellicar Telematics Pvt Ltd | Salary: Not disclosed | Exp: 4 to 8 Yrs | Systems Engineer

About Intellicar Telematics Pvt Ltd
Intellicar Telematics Private Limited is a vehicular telematics organization founded in 2015 with the vision of connecting businesses and customers to their vehicles in a meaningful way. We provide vehicle owners with the ability to connect and diagnose vehicles ...",Shine
Senior Backend Developer - Python & LLM,"iitjobs, Inc.",Bangalore,2026-09-04T22:49:22,https://www.shine.com/jobs/senior-backend-developer-python-llm/iitjobs-inc/19526726,N/A,0,"Company: iitjobs, Inc. | Salary: Not disclosed | Exp: 7 to 11 Yrs | Greetings!!!Role: Senior Backend Developer - Python & LLMContract Duration: Long TermExperience: 7-10 YearsLocation: Bangalore - Work From Office (5 days)Must have skills:Experience 7+ years hands-on Python backend development experience Bachelor's degree in Computer Science, Engineering, or related field Proven experience buildin...",Shine
Python Pyspark Developer,Luxoft India,Bangalore,2026-09-05T02:04:55,https://www.shine.com/jobs/python-pyspark-developer/luxoft-india/19535224,N/A,0,"Company: Luxoft India | Salary: Not disclosed | Exp: 8 to 12 Yrs | Project Description:We need a Senior Pyspark Developer to work for a leading investment bank client in Trade Surveillance Team.Responsibilities:Develop software applications based on business requirementsMaintain software applications and make enhancements according to project specificationsParticipate in requirement analysis, desi...",Shine
Full Stack Developer (Frontend/Angular & Python),Millennium,Bangalore,2026-09-04T22:48:55,https://www.shine.com/jobs/full-stack-developer-frontend-angular-python/millennium/19526696,N/A,0,"Company: Millennium | Salary: Not disclosed | Exp: 5 to 9 Yrs | Full Stack Developer (Frontend/Angular & Python)

Millennium is seeking a skilled Full Stack Developer (Frontend/Angular & Python) to design and deliver complex UI applications and backend integrations that support financial close processes, daily accounting operations, and broader accounting workflow needs. The ideal candidate is a s...",Shine
"Developer with Python, Microservice & AWS in Bangalore",Quest Global,Bangalore,2026-09-05T01:35:39,https://www.shine.com/jobs/developer-with-python-microservice-aws-in-bangalore/quest-global/19533714,N/A,0,"Company: Quest Global | Salary: Not disclosed | Exp: 0 to 4 Yrs | Job Requirements 
Role Summary

Developer with hands-on experience in Python, Microservice & AWS

Key Requirements

Strong software engineering fundamentalsStrong experience in Python and Microservices developmentGood understanding of system design conceptsBasic understanding of AWS servicesNice to have-GenAIMust-have Skills & Exper...",Shine
"Quation Solution - Full stack Developer (Python, Django + React /Angular)",NextHire Consulting,Bangalore,2026-08-27T06:03:07,https://www.shine.com/jobs/quation-solution-full-stack-developer-python-django-react-angular/nexthire-consulting/19503548,N/A,0,"Company: NextHire Consulting | Salary: Not disclosed | Exp: 3 to 7 Yrs | Company : Quation SolutionsJob Title: Full Stack DeveloperLocation: Bangalore
Work Model: Hybrid (2 days from office)
Experience: 3 to 6 Years
Interview Process: 2 Technical Rounds & 1 Managerial Discussion


Job Description:We are looking for a highly skilled Full Stack Developer who is proficient in both front-end and back-...",Shine
Data Back End Developer - Python with AI,Vontier,Bangalore,2026-09-02T21:10:21,https://www.shine.com/jobs/data-back-end-developer-python-with-ai/vontier/19513055,N/A,0,"Company: Vontier | Salary: Not disclosed | Exp: 5 to 9 Yrs | Driivz, a Vontier company, powers the e-mobility revolution with a market-leading, end-to-end EV Charging and Energy Management platform for global charge point operators and electric mobility service providers. 

We offer a scalable, integrated SaaS solution that enables our clients to efficiently manage their networks and provide EV dr...",Shine
PCG Automation Developer (Python) (Bengaluru),Leading,Bangalore,2026-08-27T06:03:18,https://www.shine.com/jobs/pcg-automation-developer-python-bengaluru/leading/19503560,N/A,0,"Company: Leading | Salary: Not disclosed | Exp: 2 to 6 Yrs | Position Overview

As part of the Production Control Group Automation (PCGA), you will design and develop automation solutions to support production operations.

This will involve creating dashboards/UI, test frameworks for functional tests, order-sending for pilot trading, AI/LLM-driven solutions along with other automation tools to imp...",Shine
The Wedding Company - Senior Backend Developer - Python,The Wedding Company (Previously Betterhalf.ai),Bangalore,2026-09-04T22:48:59,https://www.shine.com/jobs/the-wedding-company-senior-backend-developer-python/the-wedding-company-previously-betterhalfai/19526701,N/A,0,"Company: The Wedding Company (Previously Betterhalf.ai) | Salary: Not disclosed | Exp: 2 to 6 Yrs | About Us : The Wedding Company is India's largest wedding planning and fulfillment company, managing an annual GMV of $10M, and disrupting the $130bn market (4% of India's GDP). The Wedding Company has raised a seed round from prominent investors like Arash Ferdowsi, Dropbox cofounder and ChaitanyaR...",Shine
Python with JavaScript (Visualization Developer) (Bengaluru),Savantys Solutions,Bangalore,2026-09-05T01:18:10,https://www.shine.com/jobs/python-with-javascript-visualization-developer-bengaluru/savantys-solutions/19532916,N/A,0,"Company: Savantys Solutions | Salary: Not disclosed | Exp: 4 to 8 Yrs | Experience: 4 Years Salary: Open Bangalore / Hyderabad / Mumbai  

Description:  3+ years of Python backend programming experience.  Experience in handling REST API integrations using Python, ensuring high page responsiveness, browser/device support, modular code etc.  Strong SQL queries skills and experience with relational d...",Shine
Fullstack Developer - Python and Javascript,IndependentConsultant,Bangalore,2026-09-05T02:19:38,https://www.shine.com/jobs/fullstack-developer-python-and-javascript/independentconsultant/19536076,N/A,0,"Company: IndependentConsultant | Salary: Not disclosed | Exp: 0 to 4 Yrs | Who can apply: ONLY CANDIDATES WHO ARE AVAILABLE ( with notice period: 1 month or 15 days or immediate)

A Fintech start up company that bridges the gap between the digital payments

and the micro-retailing industry of the market. A nexus for the B2B sector providing multi-utility services via an Android app, enabling the m...",Shine
ETL Test Engineer (Python & Kafka) 5PlusYrs Blore Pune,WHITE HORSE MANPOWER CONSULTANCY (P) LTD,"Bangalore, Pune",2026-08-04T07:52:41,https://www.shine.com/jobs/etl-test-engineer-python-kafka-5plusyrs-blore-pune/white-horse-manpower-consultancy-p-ltd/19381328,N/A,0,"Company: WHITE HORSE MANPOWER CONSULTANCY (P) LTD | Salary: Not disclosed | Exp: 5 to 10 Yrs | <p class=""PDq2pG_selectionAnchorContainer"" data-start=""2416"" data-end=""2492""><strong data-start=""2416"" data-end=""2492"">Hiring: ETL Test Engineer | Python | Kafka | 5+ Years | Bangalore | Pune</strong><span></span></p>
<p data-start=""2494"" data-end=""2640""><strong data-start=""2497"" data-end=""2510"">Locatio...",Shine
Full Stack AI Developer  JS & Python,Teamware Solutions,Bangalore,2026-08-11T10:40:10,https://www.shine.com/jobs/full-stack-ai-developer-js-python/teamware-solutions/19441072,N/A,0,"Company: Teamware Solutions | Salary: Not disclosed | Exp: 4 to 8 Yrs | About the Company

Greetings from Teamware Solutions a division of Quantum Leap Consulting Pvt. Ltd




Teamware Solutions (a division of Quantum Leap Consulting Pvt. Ltd.) is a 20+ year industry leader providing IT staffing and consulting services, supporting 4000+ professionals across India, the USA, the Middle East, and APA...",Shine
Global Markets Software Developer C Python SQL WPF (Bengaluru),Quess,Bangalore,2026-08-14T23:52:10,https://www.shine.com/jobs/global-markets-software-developer-c-python-sql-wpf-bengaluru/quess/19464374,N/A,0,"Company: Quess | Salary: Not disclosed | Exp: 0 to 4 Yrs | Roles & Responsibilities Global Markets Software Developer

- Design, develop, test and deploy full-stack applications using C#, .NET, WPF/XAML, Python, PowerShell and SQL. 
- Develop and maintain desktop applications and service-side solutions supporting Japan Global Markets business. 
- Design application components covering UI, business...",Shine
Senior Backend Developer  IoT (Node.js / Python),TalentXplore,Bangalore,2026-08-19T10:10:36,https://www.shine.com/jobs/senior-backend-developer-iot-nodejs-python/talentxplore/19477555,N/A,0,"Company: TalentXplore | Salary: Not disclosed | Exp: 6 to 10 Yrs | Job Summary
We are seeking a highly skilled Senior Backend Developer with strong experience in the IoT domain to design, build, and scale backend systems for connected devices and real-time data processing. The ideal candidate has hands-on expertise in Node.js (TypeScript) and/or Python, deep knowledge of MQTT, microservices archit...",Shine
Lead C.Net Developer with Python Development _ Exp 10+ Years (Bengaluru),Atyeti,Bangalore,2026-08-14T20:30:31,https://www.shine.com/jobs/lead-cnet-developer-with-python-development-exp-years-bengaluru/atyeti/19461398,N/A,0,"Company: Atyeti | Salary: Not disclosed | Exp: 10 to 14 Yrs | Role & responsibilities  

Experience: 10+ Years  

Location: Hyderabad/Pune/Bengaluru/ Chennai (Hybrid)  

Job Summary  

We are looking for a highly experienced Lead C#/.NET Developer with Python to design, develop, and maintain scalable enterprise applications for a global financial services client. The ideal candidate should have st...",Shine
Python Security Developer,World Wide Technology,Bangalore,2026-08-19T09:10:12,https://www.shine.com/jobs/python-security-developer/world-wide-technology/19476685,N/A,0,"Company: World Wide Technology | Salary: Not disclosed | Exp: 5 to 9 Yrs | Title Security Developers (Python)
Location Bangalore (Hybrid)
Duration 12 months (can be extended)


Responsibilities
Integrate vendor solutions with the firm's enterprise infrastructure, platforms, APIs, identity systems, and deployment pipelines.Deploy, configure, and support application frameworks on Microsoft Azure or ...",Shine
Python Pyspark Developer Bengaluru (India),CoreTek Labs,Bangalore,2026-08-09T11:27:26,https://www.shine.com/jobs/python-pyspark-developer-bengaluru-india/coretek-labs/19427112,N/A,0,"Company: CoreTek Labs | Salary: Not disclosed | Exp: 6 to 10 Yrs | PySpark Developer  

Location: Hyderabad / Bengaluru.  

Experience: 6+ Years Job Summary:  

We're looking for a skilled PySpark Developer to build and optimize scalable big data solutions. The ideal candidate should have robust expertise in PySpark, SQL, Oracle, and ETL development. Key Responsibilities:  

Develop and maintain P...",Shine
Lead Software Engineer - Java and Python Fullstack Developer,JP Morgan Services India Pvt Ltd,Bangalore,2026-08-14T23:57:58,https://www.shine.com/jobs/lead-software-engineer-java-and-python-fullstack-developer/jp-morgan-services-india-pvt-ltd/19464479,N/A,0,"Company: JP Morgan Services India Pvt Ltd | Salary: Not disclosed | Exp: 10 to 14 Yrs | Lead Software Engineer - Java/ Python Fullstack Join a high-performing agile team where your expertise shapes modern, user-centric software products. Unlock career growth by leveraging advanced AI, Java, and Python full-stack development skills. Job summary As a Lead Software Engineer at JPMorgan Chase within t...",Shine
"Senior Developer | Portworx, Kubernetes Data Services in Go and Python",Everpure,Bangalore,2026-08-09T11:27:35,https://www.shine.com/jobs/senior-developer-portworx-kubernetes-data-services-in-go-and-python/everpure/19427122,N/A,0,"Company: Everpure | Salary: Not disclosed | Exp: 8 to 12 Yrs | Portworx is the Kubernetes data services platform that Everpure, formerly Pure Storage, acquired in 2020, and it solves a real problem: containers are ephemeral but databases are not, so running stateful workloads on Kubernetes needs a storage layer built for it. This role is product development on that suite. You design and implement ...",Shine
"Kubernetes, Docker, Python Or Golang Developer Hubballi",SSD Shared Services,Bangalore,2026-08-10T06:51:40,https://www.shine.com/jobs/kubernetes-docker-python-or-golang-developer-hubballi/ssd-shared-services/19435476,N/A,0,"Company: SSD Shared Services | Salary: Not disclosed | Exp: 0 to 4 Yrs | Job Summary   

We are looking for a skilled DevOps / Platform Engineer with solid experience in cloud infrastructure, containerization, and automation. The ideal candidate will be responsible for building, managing, and optimizing scalable platforms, CI/CD pipelines, and observability systems.   

Key Responsibilities   
Des...",Shine
"Senior Golang Backend Developer Go, Python & Aws Bengaluru",Apexon,Bangalore,2026-08-10T05:29:18,https://www.shine.com/jobs/senior-golang-backend-developer-go-python-aws-bengaluru/apexon/19430908,N/A,0,"Company: Apexon | Salary: Not disclosed | Exp: 0 to 4 Yrs | Key Responsibilities  
Design, develop, and maintain scalable backend applications and microservices using Go (Golang) and Python.   
Build high-performance RESTful APIs and distributed backend services for enterprise-grade applications.   
Design, develop, and optimize relational databases using PostgreSQL.   
Develop and manage NoSQL da...",Shine
Python AWS Developer (Bangalore Rural),Capgemini,Bangalore,2026-08-12T08:45:53,https://www.shine.com/jobs/python-aws-developer-bangalore-rural/capgemini/19448627,N/A,0,"Company: Capgemini | Salary: Not disclosed | Exp: 8 to 12 Yrs | Role & responsibilities

As a Senior AWS Phyton Developer, you will:

Design and implement serverless applications using AWS Lambda with phyton as programming language.

Develop and maintain cloud-based solutions with a focus on scalability and performance.

Collaborate with cross-functional teams to translate business requirements in...",Shine
Senior Python Automation Developer Ibm Storage / Mainframe Remote Bengaluru,Chosen Talentz,Bangalore,2026-08-01T02:41:32,https://www.shine.com/jobs/senior-python-automation-developer-ibm-storage-mainframe-remote-bengaluru/chosen-talentz/19364347,N/A,0,"Company: Chosen Talentz | Salary: Not disclosed | Exp: 10 to 14 Yrs | Job Title:  

Senior Python Automation Developer IBM Storage / Mainframe (Remote)  

Job Summary  

We are looking for highly experienced Senior Python Developers with strong automation expertise and an IBM Storage/Mainframe background to join a long-term engagement supporting enterprise production environments. The ideal candid...",Shine
Backend Developer (Python) (Bangalore Rural),TARRYRISE HOME u0026 STAFF SERVICES,Bangalore,2026-07-16T15:20:15,https://www.shine.com/jobs/backend-developer-python-bangalore-rural/tarryrise-home-u0026-staff-services/19214721,N/A,0,"Company: TARRYRISE HOME u0026 STAFF SERVICES | Salary: Not disclosed | Exp: 3 to 7 Yrs | Mandatory

- Strong Backend Python Developer Profile

- Mandatory (Experience 1)  Must have 3+ years of hands-on Backend Engineering experience usign Python building production-grade systems in a B2C product environment

- Mandatory (Experience 2) Must have 6 month+ experience building and shipping AI/ML based...",Shine
Python Backend Developer,Terralogic,Bangalore,2026-07-18T02:30:54,https://www.shine.com/jobs/python-backend-developer/terralogic/19220829,N/A,0,"Company: Terralogic | Salary: Not disclosed | Exp: 3 to 7 Yrs | Job Summary
Terralogic is looking for a passionate Python developer to join our engineering team in Bangalore. The candidate will be responsible for building scalable backend systems, automation solutions, and supporting DevOps initiatives. You will collaborate with cross-functional teams to deliver high-quality software solutions.
Lo...",Shine
"Python React.js Developer -HYDERABAD, KOLKATA, BANGALORE, NOIDA (Bengaluru)",Diverse Lynx,Bangalore,2026-08-04T01:24:02,https://www.shine.com/jobs/python-reactjs-developer-hyderabad-kolkata-bangalore-noida-bengaluru/diverse-lynx/19383207,N/A,0,"Company: Diverse Lynx | Salary: Not disclosed | Exp: 8 to 12 Yrs | Hiring for Python React.js Developer -HYDERABAD, KOLKATA, BANGALORE, NOIDA  
Key Responsibilities:

