Job Role,Company Name,Location,Date Posted,Apply Link,Company Link,No. of Applicants,Company / Job Details,Source,Website
EdTech Software Engineer,Imperial College London,"South Kensington, England",4d,"https://www.glassdoor.co.uk/job-listing/edtech-software-engineer-imperial-college-london-JV_IC3377054_KO0,24_KE25,48.htm?jl=1010242478432",,,"With around 1,000 taught students, the Department develops innovative software to support teaching, learning and assessment.&hellip;

Skills: CI/CD, React, Test automation, Working with students, Mentoring",Glassdoor,https://www.imperial.ac.uk
Software Engineer III,Everfox,"London, England",17d,"https://www.glassdoor.co.uk/job-listing/software-engineer-iii-everfox-JV_IC2671300_KO0,21_KE22,29.htm?jl=1010229893780",,,"Add AI-driven capability to our products: model and API integration, prompt and context design, retrieval, tooling and agent orchestration, plus the plumbing…&hellip;

Skills: Test automation, Continuous integration, SDKs, Usability, Software development",Glassdoor,https://www.everfox.com
Python Software Developer - Backend,Xelix,"London, England",4d,"https://www.glassdoor.co.uk/job-listing/python-software-developer-backend-xelix-JV_IC2671300_KO0,33_KE34,39.htm?jl=1010242000748",,,"️ 27 days of annual leave (including 3 days Christmas closing) which increases up to 3 days based on tenure, with the option to roll over, buy or sell up to 3…&hellip;

Skills: PostgreSQL, REST, Django, GitHub, Jenkins",Glassdoor,https://xelix.com
Software Engineer - Market Data,Alpaca,"London, England",13d,"https://www.glassdoor.co.uk/job-listing/software-engineer-market-data-alpaca-JV_IC2671300_KO0,29_KE30,36.htm?jl=1010233267311",,,"Minimum 3 years of experience of backend software development. Maintain good software quality and test coverage. Knowledge of clean code principles.&hellip;

Skills: Operating systems, Go, DevOps, Google Cloud Platform, Microservices",Glassdoor,https://londonalpacas.co.uk
Backend Software Engineer - New Bets,Heidi,"London, England",10d,"https://www.glassdoor.co.uk/job-listing/backend-software-engineer-new-bets-heidi-JV_IC2671300_KO0,34_KE35,40.htm?jl=1010237332635",,,"26 weeks paid for primary carers and 18 weeks for secondary carers, subject to eligibility. Full-stack fluency: Python on the back end, React/TypeScript on the…&hellip;

Skills: CI/CD, Cloud infrastructure, React, Product development, Front-end development",Glassdoor,https://www.heidilondon.com
Java Software Engineer,Bounteous,"London, England",24h,"https://www.glassdoor.co.uk/job-listing/java-software-engineer-bounteous-JV_IC2671300_KO0,22_KE23,32.htm?jl=1010246408900",,,"Location: Glasgow, UK (Hybrid Model: 3 days per week in office). A successful candidate must be able to work alongside the users and the wider developer…&hellip;

Skills: CI/CD, Cucumber (software testing tool), English, Information security, SQL",Glassdoor,https://www.bounteous.com
Staff Software Engineer,Comind,"London, England",30d+,"https://www.glassdoor.co.uk/job-listing/staff-software-engineer-comind-JV_IC2671300_KO0,23_KE24,30.htm?jl=1010174197264",,,"At CoMind, all team members work at least 4 days per week from our new Kings Cross office, plus a flexible work-from-home day.&hellip;

Skills: Performance tuning, Signal processing, Internet of things, FPGA, C++",Glassdoor,https://www.comind.io
Software Engineer,Calimaps Health Technology UK,"London, England",11d,"https://www.glassdoor.co.uk/job-listing/software-engineer-calimaps-health-technology-uk-JV_IC2671300_KO0,17_KE18,47.htm?jl=1010235714860",,,"*Growth:* You will have access to continuous learning resources and engineering events to keep your development skills sharp and ahead of the curve.&hellip;

Skills: CI/CD, Performance tuning, Cloud infrastructure, Node.js, Software troubleshooting",Glassdoor,https://www.simplyhired.co.uk
Software Engineers,Leading Company,"Australia, Canada, United Kingdom (UK)",1 week ago,https://www.naukri.com/job-listings-software-engineers-vhr-professional-services-australia-canada-united-kingdom-uk-3-to-8-years-240826000186,,,"Design, develop, and deploy high-quality software solutions remotely. Collaborate with ...",Naukri,https://www.f6s.com
Senior Software Engineer,Leading Company,"Singapore, Canada, United Kingdom (UK)",1 week ago,https://www.naukri.com/job-listings-senior-software-engineer-vhr-professional-services-singapore-canada-united-kingdom-uk-9-to-14-years-141022013150,,,"Senior Software Engineer Design, develop, and maintain scalable, efficient software sys...",Naukri,https://www.f6s.com
Senior Ui Software Engineer,Leading Company,"Singapore, Canada, United Kingdom (UK)",1 week ago,https://www.naukri.com/job-listings-senior-ui-software-engineer-vhr-professional-services-singapore-canada-united-kingdom-uk-8-to-13-years-080824017564,,,"As a Senior Professional UI Developer, his primary responsibility is to create user int...",Naukri,https://www.f6s.com
Senior Software Developer/Team Lead,Wenup,Remote,3 weeks ago,https://www.naukri.com/job-listings-senior-software-developer-team-lead-wenup-london-3-to-8-years-100826012174,,,Role & responsibilities Preferred candidate profile About the RoleThis role is suited t...,Naukri,https://wellfound.com
Software Engineer,Security Wizardry Radar Page,Farnborough,14 days+,https://www.jobleads.com/gb/job/software-engineer--farnborough--e2707aeb39d2b0faccbe76f14f01da92c,,,"Work Setting: On-site | Salary: GBP 40,000 - 60,000",JobLeads,https://radar.securitywizardry.com
"Software Engineer - Java, C++",iO Associates,Basingstoke,4 days ago,https://www.jobleads.com/gb/job/software-engineer-java-c--basingstoke--e36a30cc6b2bffb3bb13110b1680a6424,,,"Work Setting: On-site | Salary: GBP 50,000 - 70,000",JobLeads,https://www.ioassociates.co.uk
Software Engineer,Synergy Solutions International Limited,City Of London,14 days+,https://www.jobleads.com/gb/job/software-engineer--city-of-london--e0ff0dce928c6ddf202787232dd41f3d2,,,"Work Setting: On-site | Salary: GBP 50,000 - 70,000",JobLeads,http://synergysolution.co.uk
Java Software Engineer,Sanderson,Greater London,14 days+,https://www.jobleads.com/gb/job/java-software-engineer--greater-london--eeee4d676764b76be0ea6766a0b9939f9,,,"Work Setting: On-site | Salary: GBP 60,000 - 80,000",JobLeads,https://morgansoriginals.com
Software Engineer (Java & C++) - Build Impactful Systems,iO Associates,Basingstoke,4 days ago,https://www.jobleads.com/gb/job/software-engineer-java-c-build-impactful-systems--basingstoke--e694cfffc3b5fcd396125d52eb2c89005,,,"Work Setting: On-site | Salary: GBP 50,000 - 70,000",JobLeads,https://www.ioassociates.co.uk
Embedded Software Engineer,Salience Labs,Abingdon,14 days+,https://www.jobleads.com/gb/job/embedded-software-engineer--abingdon--ef39fb8ab4531608174305ba0d8e2ec05,,,"Work Setting: On-site | Salary: GBP 52,000 - 72,000",JobLeads,https://www.saliencelabs.ai
"Software Engineer, Applications — Scale Global Enterprise",Apple,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-applications-scale-global-enterprise--greater-london--ee440eeb121b26441e1aa3d536b525f22,,,"Work Setting: On-site | Salary: GBP 40,000 - 60,000",JobLeads,https://www.apple.com
Software Engineer,ivee,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer--greater-london--e37c8234236d0bee46c228f38c68cd50b,,,"Work Setting: On-site | Salary: GBP 50,000 - 70,000",JobLeads,https://ivee.jobs
Software Engineer,Abstract Leap,Oxford,14 days+,https://www.jobleads.com/gb/job/software-engineer--oxford--eb42aef787ca6450a49e33e4d9717a2c8,,,"Work Setting: On-site | Salary: GBP 45,000 - 65,000",JobLeads,https://www.abstractleap.com
"Software Engineer III, Full Stack, Android Performance Console",United States Digital Space LLC,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-iii-full-stack-android-performance-console--greater-london--eea461e5ee0ee342a87ba427dbcdea218,,,"Work Setting: On-site | Salary: GBP 60,000 - 90,000",JobLeads,https://www.unitedstatesdigital.space
Software Engineer,OpenSource,Greater London,2 days ago,https://www.jobleads.com/gb/job/software-engineer--greater-london--efdd3b967f7aec8233e3b2cd551cb09a0,,,"Work Setting: On-site | Salary: GBP 65,000 - 95,000",JobLeads,https://www.f6s.com
Software Engineer,United States Digital Space LLC,Colchester,14 days+,https://www.jobleads.com/gb/job/software-engineer--colchester--e2764a58e93557bfd8c09fcbe31796165,,,"Work Setting: On-site | Salary: GBP 40,000 - 50,000",JobLeads,https://www.unitedstatesdigital.space
Software Engineer,The Wave,Taplow,4 days ago,https://www.jobleads.com/gb/job/software-engineer--taplow--ea3bcaf90d0d8c1bfbffe570c23545671,,,"Work Setting: Hybrid | Salary: GBP 65,000 - 90,000",JobLeads,https://www.kravet.com
Software Development Engineer II (Java) - Customer Fulfilment,Tesco PLC,Welwyn Garden City,4 days ago,https://www.jobleads.com/gb/job/software-development-engineer-ii-java-customer-fulfilment--welwyn-garden-city--e1e7e766abd2c9370ea018ad479ffc58e,,,"Work Setting: On-site | Salary: GBP 55,000 - 90,000",JobLeads,https://www.tesco.com
Staff Software Engineer - Developer Experience (Hybrid),DeepL GmbH,Greater London,4 days ago,https://www.jobleads.com/gb/job/staff-software-engineer-developer-experience-hybrid--greater-london--e2021eb1f5b74b3690b6898259215e21c,,,"Work Setting: Hybrid | Salary: GBP 90,000 - 120,000",JobLeads,https://www.deepl.com
Software Engineer,Wave Group,Maidenhead,14 days+,https://www.jobleads.com/gb/job/software-engineer--maidenhead--efb9d7cd30826a91895b43a5669c0baa7,,,"Work Setting: Hybrid | Salary: GBP 60,000 - 80,000",JobLeads,https://wave-group.io
Senior Software Engineer,Synamedia,Chilworth,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer--chilworth--e632b8a3f1c5fd8794c1be798e3d634e6,,,"Work Setting: On-site | Salary: GBP 55,000 - 75,000",JobLeads,https://www.science-park.co.uk
Embedded Software Engineer (C/C++) - End-to-End Systems,Salience Labs,Oxford,14 days+,https://www.jobleads.com/gb/job/embedded-software-engineer-c-c-end-to-end-systems--oxford--e07964b7a9aedadd1fdca44d67915429d,,,"Work Setting: On-site | Salary: GBP 55,000 - 70,000",JobLeads,https://www.saliencelabs.ai
"Software Engineer, Infrastructure",Meta,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-infrastructure--greater-london--e99196c27e8f24ec59191df67af46a037,,,"Work Setting: On-site | Salary: GBP 90,000 - 150,000",JobLeads,https://londondaily.com
Lead Software Developer,Arch Insurance (UK) Limited,Greater London,14 days+,https://www.jobleads.com/gb/job/lead-software-developer--greater-london--eaf8bbe309230df3da39d608565dcfa03,,,"Work Setting: On-site | Salary: GBP 50,000 - 75,000",JobLeads,https://insurance.archgroup.com
"Software Engineer - Impactful Public Services, Remote",Made Tech Limited,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-impactful-public-services-remote--greater-london--e1546d745185d24b85980614573a8bf00,,,"Work Setting: Hybrid | Salary: GBP 50,000 - 70,000",JobLeads,https://www.madetech.com
Software Engineer,Academy Education Network Ltd,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer--greater-london--ee8b2bc37685a6d94b8c53ca551e8e60d,,,"Work Setting: On-site | Salary: GBP 40,000 - 180,000",JobLeads,https://www.academyeducationnetwork.co.uk
Senior Java Software Engineer,United States Digital Space LLC,Greater London,14 days+,https://www.jobleads.com/gb/job/senior-java-software-engineer--greater-london--e2079d831194ec2e06d1ca082efaa3f28,,,"Work Setting: On-site | Salary: GBP 90,000 - 140,000",JobLeads,https://www.unitedstatesdigital.space
Software Engineer,MBDA UK Ltd,Stevenage,14 days+,https://www.jobleads.com/gb/job/software-engineer--stevenage--e1891f1b2314dee4e67c1afd33a94c98e,,,"Work Setting: On-site | Salary: GBP 57,600 - 70,400",JobLeads,https://mbda.guidantglobal.com
"Software Engineer, Applications — Global Impact & Security",Apple Inc.,Greater London,12 days ago,https://www.jobleads.com/gb/job/software-engineer-applications-global-impact-security--greater-london--e573b92758fd5031879b10f559d8c3d5d,,,"Work Setting: On-site | Salary: GBP 50,000 - 80,000",JobLeads,https://www.apple.com
Software Engineer | Associate | London,Goldman Sachs,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-associate-london--greater-london--e880ea928d9194fbfdd04370ddbe89948,,,"Work Setting: On-site | Salary: GBP 70,000 - 95,000",JobLeads,https://pwm.gs.com
Embedded & PC Applications Software Engineer,United States Digital Space LLC,Cambridge,14 days+,https://www.jobleads.com/gb/job/embedded-pc-applications-software-engineer--cambridge--eb0181196d1a6d006bb800fac6ec6b6c6,,,"Work Setting: On-site | Salary: GBP 60,000 - 90,000",JobLeads,https://www.unitedstatesdigital.space
Software Engineer - ID49470,Humand Talent,Oxford,10 days ago,https://www.jobleads.com/gb/job/software-engineer-id49470--oxford--ebf6c3b817f369b88486b9f69968b8459,,,"Work Setting: On-site | Salary: GBP 60,000 - 90,000",JobLeads,https://humand.co.uk
Software Engineer,Oscar,Bromley,14 days+,https://www.jobleads.com/gb/job/software-engineer--bromley--e17c39c0e9654f35e1c6d34e31e8e18c5,,,"Work Setting: Hybrid | Salary: GBP 55,000 - 75,000",JobLeads,https://www.soccerassociation.com
Software Engineer,Adria Solutions Ltd,Cambridge,14 days+,https://www.jobleads.com/gb/job/software-engineer--cambridge--ebacf5a39b3d25dbb329861cf121123d0,,,"Work Setting: On-site | Salary: GBP 40,000 - 60,000",JobLeads,https://www.adriasolutions.co.uk
Software Engineer (C/C+),Rise Technical Recruitment Limited,Stevenage,4 days ago,https://www.jobleads.com/gb/job/software-engineer-c-c--stevenage--ecc4480b95c59c5ef7fb8564278448ee7,,,"Work Setting: Hybrid | Salary: GBP 65,000 - 75,000",JobLeads,https://www.risetechnical.com
Software Engineer,United States Digital Space LLC,Sittingbourne,14 days+,https://www.jobleads.com/gb/job/software-engineer--sittingbourne--ea83f181ae7136fb90fa60224272b60fb,,,"Work Setting: On-site | Salary: GBP 60,000 - 90,000",JobLeads,https://www.unitedstatesdigital.space
Senior Software Engineer,Pace XL Ltd.,Cambridge,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer--cambridge--ea758216a0bf54b3a3e50ba7632a4fe2a,,,"Work Setting: On-site | Salary: GBP 90,000 - 130,000",JobLeads,https://pace-xl.com
Software Engineer,Lorien,Stevenage,14 days+,https://www.jobleads.com/gb/job/software-engineer--stevenage--e49e88f61865ca867145f24f632453a36,,,"Work Setting: On-site | Salary: GBP 40,000 - 65,000",JobLeads,https://www.lorienglobal.com
Software Developer - Java Experience,Netcompany Group,Greater London,14 days+,https://www.jobleads.com/gb/job/software-developer-java-experience--greater-london--eda8013424a95612158ef17a9a90436a7,,,"Work Setting: Hybrid | Salary: GBP 45,000 - 65,000",JobLeads,https://www.officelovin.com
Software Engineer (Java/Scala) – Trading Systems,FlexTrade,City Of London,14 days+,https://www.jobleads.com/gb/job/software-engineer-java-scala-trading-systems--city-of-london--ee7aaac319a5f0283fd0f85d4bcb97091,,,"Work Setting: On-site | Salary: GBP 45,000 - 60,000",JobLeads,https://flextrade.com
Software Engineer,TRIA,Greater London,10 days ago,https://www.jobleads.com/gb/job/software-engineer--greater-london--e36ad0b70d09ee4090ffd00a54c9f51b3,,,"Work Setting: Hybrid | Salary: GBP 60,000 - 70,000",JobLeads,https://www.triarecruitment.com
"Software Engineer - Design, Build & Own End-to-End Systems",Academy Education Network Ltd,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-design-build-own-end-to-end-systems--greater-london--e784bc73269a958c29a0d686cfa374a44,,,"Work Setting: On-site | Salary: GBP 40,000 - 180,000",JobLeads,https://www.academyeducationnetwork.co.uk
Software Developer - Java Experience,Netcompany Group,Leeds,14 days+,https://www.jobleads.com/gb/job/software-developer-java-experience--leeds--ed3db4fa5681d7366a16e1c6ea5c00fc3,,,"Work Setting: Hybrid | Salary: GBP 35,000 - 55,000",JobLeads,https://www.officelovin.com
Senior Software Engineer (Applications),Cambridge Aerospace,Cambridge,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer-applications--cambridge--ee66e5f4fbe99e71990ad60ac4c7372e7,,,"Work Setting: On-site | Salary: GBP 85,000 - 110,000",JobLeads,https://www.cambridgeaerospace.com
Software Engineer: React + .NET Web API,United States Digital Space LLC,Sittingbourne,14 days+,https://www.jobleads.com/gb/job/software-engineer-react-net-web-api--sittingbourne--e45d3cd528e38b7f81bc325ce8f7cd555,,,"Work Setting: On-site | Salary: GBP 60,000 - 90,000",JobLeads,https://www.unitedstatesdigital.space
Embedded Software Engineer - Flexible Hours,Ultra,Maidenhead,14 days+,https://www.jobleads.com/gb/job/embedded-software-engineer-flexible-hours--maidenhead--e35f2d8ff59e0064e0d67fb99f2e4a436,,,"Work Setting: On-site | Salary: GBP 70,000 - 95,000",JobLeads,https://www.ultra-ic.com
"Software Engineer - Build Scalable, User-Centric Apps",Meta,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-build-scalable-user-centric-apps--greater-london--eedc9f1eac43f5eac8367e6c6bf3e7ed4,,,"Work Setting: On-site | Salary: GBP 75,000 - 115,000",JobLeads,https://londondaily.com
"Software Engineer (Full Stack, United Kingdom)",Ema,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-full-stack-united-kingdom--greater-london--e7250dc5181fba77d243445e1220cdfe9,,,"Work Setting: On-site | Salary: GBP 70,000 - 90,000",JobLeads,https://www.ema.europa.eu
Senior Software Engineer,LinuxRecruit,London,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer--london--e12de301378017c03e12965991976ac20,,,"Work Setting: On-site | Salary: GBP 60,000 - 80,000",JobLeads,https://rocketreach.co
Software Engineer Consultant,United States Digital Space LLC,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-consultant--greater-london--e8ceed5635da37a29661dc9b629c6ea6e,,,"Work Setting: On-site | Salary: GBP 50,000 - 70,000",JobLeads,https://www.unitedstatesdigital.space
Senior Software Engineer - Partner,Utility Warehouse,Greater London,5 days ago,https://www.jobleads.com/gb/job/senior-software-engineer-partner--greater-london--ec33e11f2c57716c14f105199ca3fdb41,,,"Work Setting: Hybrid | Salary: GBP 85,000 - 110,000",JobLeads,https://firmania.co.uk
Software Developer,Spirit IT Services Ltd,Greater London,14 days+,https://www.jobleads.com/gb/job/software-developer--greater-london--ecba59d5823ea1ac6274b3fc0acf34bdd,,,"Work Setting: On-site | Salary: GBP 65,000 - 90,000",JobLeads,https://spirititservices.co.uk
Software Engineer: Cloud-Native DevOps & Backend,Security Wizardry Radar Page,Farnborough,14 days+,https://www.jobleads.com/gb/job/software-engineer-cloud-native-devops-backend--farnborough--e74fc44a49dafca50cadd289b999d1720,,,"Work Setting: On-site | Salary: GBP 40,000 - 60,000",JobLeads,https://radar.securitywizardry.com
Junior Software Engineer: Build the Creator OS & AI Tools,Flight Agencies,Greater London,14 days+,https://www.jobleads.com/gb/job/junior-software-engineer-build-the-creator-os-ai-tools--greater-london--e3a4e8aca6a6271ab4b6eec7ea1ecf354,,,"Work Setting: On-site | Salary: GBP 32,000 - 52,000",JobLeads,https://threebestrated.co.uk
Software Engineer (.NET C#),TransPerfect,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-net-c--greater-london--e3d78af257420b1aa56196e54df66df8c,,,"Work Setting: On-site | Salary: GBP 50,000 - 75,000",JobLeads,https://www.transperfect.com
Software Engineer,Intellect Group,Leeds,14 days+,https://www.jobleads.com/gb/job/software-engineer--leeds--eda10fe899ac8d0af701fb652daee3261,,,"Work Setting: Hybrid | Salary: GBP 35,000 - 65,000",JobLeads,https://www.intellectgroup.co.uk
Software Engineer,Alexander Associates Technical Recruitment,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer--greater-london--e5b71f65f34a037e27ec2f97ab9c432ff,,,"Work Setting: On-site | Salary: GBP 45,000 - 65,000",JobLeads,https://alexander-assoc.co.uk
Software Engineer,Content Guru,Bracknell,14 days+,https://www.jobleads.com/gb/job/software-engineer--bracknell--ea7acd5fb156314adf14fa3cdcb662c2b,,,"Work Setting: On-site | Salary: GBP 45,000 - 65,000",JobLeads,https://bracknell.cylex-uk.co.uk
Software Developer,Sponsor ComplIANS,Greater London,14 days+,https://www.jobleads.com/gb/job/software-developer--greater-london--ee44b71f5b4a2508b04cd58eccabff674,,,"Work Setting: On-site | Salary: GBP 50,000 - 70,000",JobLeads,https://sponsorcomplians.com
UI Software Engineer,RBS,Greater London,14 days+,https://www.jobleads.com/gb/job/ui-software-engineer--greater-london--ef96ba536ca1ac8b70cb576e92d3df0b2,,,"Work Setting: Hybrid | Salary: GBP 65,000 - 90,000",JobLeads,https://rbs.banklocationmaps.com
Software Engineer - Java/AWS/Security,IC Resources,Cambridge,14 days+,https://www.jobleads.com/gb/job/software-engineer-java-aws-security--cambridge--e57c02ac9c6dd416466503af7c9b43959,,,"Work Setting: Hybrid | Salary: GBP 50,000 - 70,000",JobLeads,https://www.cambridgeic.com
Software Engineer,United States Digital Space LLC,Wimbledon,12 days ago,https://www.jobleads.com/gb/job/software-engineer--wimbledon--e14f75678fbc200def02ada5ce8b62fc6,,,"Work Setting: On-site | Salary: GBP 60,000 - 65,000",JobLeads,https://www.unitedstatesdigital.space
Senior Software Engineer Hybrid Build Impactful Tools,Harnham,Greater London,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer-hybrid-build-impactful-tools--greater-london--e5e99272962131ec15490a08375852e2e,,,"Work Setting: Hybrid | Salary: GBP 60,000 - 75,000",JobLeads,https://www.harnham.com
Embedded & PC Software Engineer — Cross-Platform Innovator,Sagentia Defence,Harston,14 days+,https://www.jobleads.com/gb/job/embedded-pc-software-engineer-cross-platform-innovator--harston--ea4d29966b38c566c21a0ae1781b9f6de,,,"Work Setting: On-site | Salary: GBP 64,000 - 90,000",JobLeads,https://sagentia.com
Software Engineer,Axia,City Of London,14 days+,https://www.jobleads.com/gb/job/software-engineer--city-of-london--e5df8c0284c72f9010de41c5273acb5c4,,,"Work Setting: On-site | Salary: GBP 50,000 - 70,000",JobLeads,https://www.axialondon.com
Embedded Systems Software Engineer (Remote / Flexible),Indra Group UK & Ireland,Redhill,14 days+,https://www.jobleads.com/gb/job/embedded-systems-software-engineer-remote-flexible--redhill--ee387068b3c1dc87aa57e4dbf158e3bc8,,,"Work Setting: On-site | Salary: GBP 45,000 - 65,000",JobLeads,https://www.indragroup.co.uk
Staff Software Engineer - Lead Core Platform & APIs,Ki,Greater London,14 days+,https://www.jobleads.com/gb/job/staff-software-engineer-lead-core-platform-apis--greater-london--e7d40707a05e84f60a672d8210e7f048d,,,"Work Setting: On-site | Salary: GBP 60,000 - 120,000",JobLeads,https://www.opentable.com
"Software Engineer – FinTech Payments, Cloud Native",Crown Agents Bank,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-fintech-payments-cloud-native--greater-london--ee0b94f049ffa5958546fe88d75ac5663,,,"Work Setting: On-site | Salary: GBP 50,000 - 70,000",JobLeads,https://www.crownagentsbank.com
Senior Software Engineer | Multi-Platform Tech Lead,TESTQ Technologies Limited,Greater London,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer-multi-platform-tech-lead--greater-london--ed037438b10b52abf790f35056ce0cd45,,,"Work Setting: On-site | Salary: GBP 70,000 - 95,000",JobLeads,https://testqtech.com
"Software Engineer, Hardware-Integrated Systems",Amodo Design,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-hardware-integrated-systems--greater-london--e6a8ad6874ae32cce65bfc6f09fe890d6,,,"Work Setting: On-site | Salary: GBP 55,000 - 75,000",JobLeads,https://amododesign.com
"Senior Software Engineer, Health & Home Infrastructure",United States Digital Space LLC,Greater London,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer-health-home-infrastructure--greater-london--e3ce5398bccd4e4c0c35bf73d372d70ff,,,"Work Setting: On-site | Salary: GBP 90,000 - 130,000",JobLeads,https://www.unitedstatesdigital.space
"Software Engineer II, Site Reliability Engineering, Labs SRE",United States Digital Space LLC,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-ii-site-reliability-engineering-labs-sre--greater-london--efeae06a2e9ae4e0fe317b0e4f392a523,,,"Work Setting: On-site | Salary: GBP 60,000 - 90,000",JobLeads,https://www.unitedstatesdigital.space
Software Engineer – Cloud CX & AI Platforms,Content Guru Limited,Bracknell,14 days+,https://www.jobleads.com/gb/job/software-engineer-cloud-cx-ai-platforms--bracknell--edf5bca9e917044a2bea33e60066ad966,,,"Work Setting: On-site | Salary: GBP 40,000 - 60,000",JobLeads,https://bracknell.cylex-uk.co.uk
Principal Software Engineer — Tech Roadmap & Architecture Lead,Premier Group,City Of London,14 days+,https://www.jobleads.com/gb/job/principal-software-engineer-tech-roadmap-architecture-lead--city-of-london--ea4a772f85e26f4bde11a549cd4db08e4,,,"Work Setting: On-site | Salary: GBP 70,000 - 90,000",JobLeads,https://www.lpgroupuk.com
Senior Software Engineer - Drive scalable web platforms,Deliveroo,Greater London,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer-drive-scalable-web-platforms--greater-london--efa11362563ab634b962cd8b21da5a134,,,"Work Setting: Hybrid | Salary: GBP 70,000 - 90,000",JobLeads,https://deliveroo.co.uk
Java Software Engineer,Sanderson Government & Defence,Greater London,7 days ago,https://www.jobleads.com/gb/job/java-software-engineer--greater-london--ec50b2a7e441ac9dfb3775053bca81500,,,"Work Setting: On-site | Salary: GBP 60,000 - 80,000",JobLeads,https://www.sandersonplc.com
Software Engineer,Optek Systems Inc.,Abingdon,3 days ago,https://www.jobleads.com/gb/job/software-engineer--abingdon--e0561b5b5ee58bf5202ab945555e755fe,,,"Work Setting: Hybrid | Salary: GBP 42,000 - 62,000",JobLeads,https://optek.humaneticsgroup.com
Software Engineer — Build Scalable Cloud Apps for Good,OpenSource,Greater London,2 days ago,https://www.jobleads.com/gb/job/software-engineer-build-scalable-cloud-apps-for-good--greater-london--e04a936074b83eb076a8bab10f26d5360,,,"Work Setting: On-site | Salary: GBP 65,000 - 95,000",JobLeads,https://www.f6s.com
Software Engineer - Build Scalable Systems & Impact,JD.COM,Greater London,6 days ago,https://www.jobleads.com/gb/job/software-engineer-build-scalable-systems-impact--greater-london--ebbf8f0cb2541dcda835bef454ea50430,,,"Work Setting: Hybrid | Salary: GBP 65,000 - 105,000",JobLeads,https://www.thetimes.com
Senior Software Engineer,CFC,City Of London,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer--city-of-london--e182f4de3cee319e7db6e728d7b7216d5,,,"Work Setting: On-site | Salary: GBP 90,000 - 120,000",JobLeads,https://www.cfc.com
Confluent - Senior Software Engineer,IBM Computing,Greater London,3 days ago,https://www.jobleads.com/gb/job/confluent-senior-software-engineer--greater-london--ea7fc3ddc80edf4cf4d673f14f36832ab,,,"Work Setting: On-site | Salary: GBP 60,000 - 90,000",JobLeads,https://www.ibm.com
Senior Software Engineer,CFC,Greater London,14 days+,https://www.jobleads.com/gb/job/senior-software-engineer--greater-london--e0e56dae87f662bc7ed5a6e4eb034e9ce,,,"Work Setting: On-site | Salary: GBP 90,000 - 120,000",JobLeads,https://www.cfc.com
"Software Engineer, iOS",Meta,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer-ios--greater-london--efaa34f7284e66c1a98f83d0a2dcda276,,,"Work Setting: Hybrid | Salary: GBP 85,000 - 135,000",JobLeads,https://londondaily.com
Software Engineer Full Stack .Net AWS JavaScript,Client Server,St Albans,6 days ago,https://www.jobleads.com/gb/job/software-engineer-full-stack-net-aws-javascript--st-albans--ebe08cd5898dec39e66edd8a9af409c91,,,"Work Setting: Hybrid | Salary: GBP 90,000 - 110,000",JobLeads,https://www.client-server.com
Senior Embedded Software Engineer - Hybrid UI/OS,Roku,Cambridge,14 days+,https://www.jobleads.com/gb/job/senior-embedded-software-engineer-hybrid-ui-os--cambridge--e205570e3883818f4783e8a213f22fb06,,,"Work Setting: On-site | Salary: GBP 60,000 - 90,000",JobLeads,https://www.weareroku.com
Software Engineer,Softwire,Greater London,14 days+,https://www.jobleads.com/gb/job/software-engineer--greater-london--eabc987be3217408d6ab39752bed1bb32,,,"Work Setting: On-site | Salary: GBP 50,000 - 79,000",JobLeads,https://london.cylex-uk.co.uk
Senior Software Engineer,Tec Partners Recruitment Ltd,Enfield,5 days ago,https://www.jobleads.com/gb/job/senior-software-engineer--enfield--e5b6ae138af62835c1f900ff3d0d213b2,,,"Work Setting: Hybrid | Salary: GBP 70,000 - 110,000",JobLeads,https://www.tecpartners.co.uk
